surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
yes,adult,529607,38.3,84.0,36.0,cool,normal,pale_pink,less_3_sec,severe_pain,hypomotile,slight,none,none,7.0,normal,distend_large,45.0,6.5,cloudy,1.6,yes,7111,0,0,yes,died
yes,adult,533942,37.4,84.0,36.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,1.0,absent,distend_large,46.0,46.0,serosanguious,2.0,yes,7209,0,0,no,died
yes,adult,529272,38.3,132.0,28.0,,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.2,absent,distend_small,57.0,8.0,,5.2,yes,2112,0,0,no,lived
yes,adult,530233,37.8,96.0,48.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,significant,more_1_liter,4.5,absent,distend_small,53.0,6.5,serosanguious,2.0,yes,3205,0,0,no,died
yes,adult,5290409,39.1,164.0,84.0,normal,reduced,pale_pink,more_3_sec,depressed,absent,moderate,none,more_1_liter,5.0,decreased,,48.0,7.2,,5.3,yes,2208,0,0,no,died
yes,adult,528682,38.3,66.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,none,none,4.0,absent,distend_large,48.0,7.0,serosanguious,6.0,yes,3133,0,0,yes,lived
yes,adult,527365,38.1,68.0,12.0,normal,reduced,bright_pink,less_3_sec,extreme_pain,hypomotile,moderate,none,none,4.4,absent,,50.0,7.6,cloudy,2.9,yes,3205,0,0,yes,died
yes,adult,529796,37.9,88.0,28.0,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,6.5,normal,distend_large,60.0,6.1,serosanguious,3.4,yes,4205,0,0,no,died
yes,adult,535407,38.0,96.0,16.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,less_1_liter,2.0,absent,distend_large,60.0,69.0,cloudy,3.0,yes,2207,0,0,no,euthanized
yes,adult,529796,38.0,54.0,12.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,more_1_liter,5.2,,,39.0,7.5,clear,5.0,yes,4205,0,0,no,lived
yes,adult,527563,37.8,52.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.0,decreased,distend_large,48.0,7.5,clear,2.0,yes,5400,0,0,no,lived
yes,adult,535208,38.3,100.0,20.0,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.5,absent,distend_small,65.0,75.0,serosanguious,5.0,yes,2205,0,0,yes,lived
yes,adult,528183,38.3,45.0,12.0,cool,normal,pale_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,5.4,normal,distend_small,39.0,7.0,cloudy,1.5,yes,2112,0,0,yes,lived
yes,adult,527463,38.4,96.0,18.0,normal,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,,distend_small,49.0,8.9,serosanguious,6.0,yes,2208,0,0,yes,lived
yes,adult,529766,36.5,136.0,48.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.5,decreased,distend_large,48.0,6.1,serosanguious,4.3,yes,2207,0,0,yes,died
no,adult,529796,38.1,76.0,24.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,6.5,absent,normal,73.0,8.1,clear,3.6,yes,7111,0,0,yes,lived
no,adult,528743,38.0,86.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,none,slight,more_1_liter,5.0,normal,,48.0,7.6,cloudy,2.6,no,0,0,0,yes,euthanized
no,adult,535407,37.8,44.0,20.0,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,none,slight,more_1_liter,2.0,normal,distend_large,52.0,65.0,serosanguious,2.3,no,4300,0,0,yes,euthanized
yes,adult,533696,38.7,60.0,32.0,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,53.0,64.0,serosanguious,2.0,yes,3111,0,0,no,euthanized
yes,adult,5287179,37.6,84.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,4.4,decreased,distend_small,44.0,4.9,cloudy,2.9,yes,2208,0,0,no,died
no,adult,529461,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,distend_small,57.0,8.2,serosanguious,4.5,yes,3205,0,0,yes,died
yes,young,529498,38.4,42.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,significant,less_1_liter,6.5,absent,distend_small,39.0,5.9,cloudy,3.9,yes,2206,0,0,yes,died
yes,adult,528247,39.1,44.0,30.0,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,normal,,47.0,8.6,serosanguious,4.5,yes,3111,0,0,yes,lived
yes,adult,535043,39.3,100.0,51.0,cool,absent,bright_red,more_3_sec,depressed,hypomotile,none,none,less_1_liter,2.0,,distend_small,66.0,13.0,serosanguious,2.0,yes,2113,0,0,no,euthanized
yes,adult,527563,37.8,86.0,24.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,none,slight,more_1_liter,5.7,,distend_large,68.0,7.8,serosanguious,3.7,yes,5400,0,0,no,died
yes,adult,529340,37.7,72.0,36.0,normal,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,7.0,decreased,distend_small,44.0,7.6,serosanguious,2.6,yes,4205,0,0,no,died
no,adult,530034,38.0,60.0,40.0,cool,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,7.5,,,46.0,7.5,serosanguious,3.6,no,4205,0,0,yes,lived
yes,adult,530612,38.1,44.0,40.0,cool,normal,bright_red,less_3_sec,depressed,absent,slight,slight,less_1_liter,3.0,absent,distend_small,42.0,6.6,cloudy,3.0,yes,0,0,0,yes,died
yes,adult,529172,37.7,40.0,36.0,cool,normal,,less_3_sec,depressed,normal,none,slight,less_1_liter,6.2,normal,normal,39.0,7.5,cloudy,2.6,yes,31110,0,0,yes,lived
yes,adult,534925,38.3,112.0,16.0,,,bright_red,,,absent,,none,more_1_liter,2.0,absent,distend_small,51.0,57.0,cloudy,2.0,no,2208,0,0,yes,euthanized
yes,adult,530402,37.2,44.0,20.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.0,absent,distend_small,41.0,6.1,serosanguious,4.3,yes,2208,0,0,yes,died
yes,adult,534787,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,,significant,more_1_liter,2.0,,,37.0,75.0,cloudy,1.0,no,0,0,0,no,euthanized
yes,adult,535292,38.5,129.0,48.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,none,none,2.0,,,57.0,66.0,serosanguious,2.0,yes,2206,0,0,no,lived
yes,adult,529493,37.8,40.0,48.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.3,absent,distend_small,41.0,6.8,serosanguious,2.3,yes,2208,0,0,yes,lived
yes,adult,530354,37.3,42.0,12.0,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.0,absent,distend_small,54.0,6.6,serosanguious,3.9,yes,2208,0,0,yes,died
no,adult,530001,38.0,84.0,28.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,absent,distend_small,44.0,6.2,serosanguious,3.4,yes,2209,0,0,no,euthanized
no,adult,529272,38.1,112.0,84.0,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,5.0,normal,distend_small,48.0,8.0,serosanguious,2.6,no,3133,0,0,no,died
no,adult,528996,39.3,54.0,20.0,cool,,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.0,normal,normal,49.0,7.2,clear,5.0,no,0,0,0,yes,lived
yes,adult,529045,38.5,72.0,18.0,cold,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,none,5.5,absent,distend_small,52.0,6.6,serosanguious,5.0,yes,2112,0,0,yes,died
yes,adult,528355,39.4,56.0,68.0,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,slight,none,more_1_liter,6.5,normal,distend_small,54.0,7.0,clear,2.7,yes,2205,0,0,no,died
yes,adult,534197,39.3,92.0,35.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,55.0,75.0,serosanguious,2.0,yes,2205,0,0,no,died
yes,adult,528548,38.2,66.0,12.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes,lived
yes,adult,529498,38.2,96.0,48.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,5.3,absent,distend_small,55.0,8.1,clear,2.2,yes,4205,0,0,no,died
yes,adult,530239,37.7,60.0,28.0,cool,normal,normal_pink,less_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.7,,distend_small,44.0,7.4,cloudy,1.0,yes,3025,0,0,no,died
no,adult,529796,38.2,92.0,40.0,cold,reduced,normal_pink,less_3_sec,depressed,absent,slight,significant,less_1_liter,7.2,absent,normal,47.0,8.6,clear,6.6,no,8300,0,0,yes,lived
yes,adult,529777,38.9,40.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,distend_small,36.0,6.0,clear,5.4,yes,2206,0,0,yes,lived
no,adult,530242,37.2,60.0,12.0,cool,absent,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,decreased,firm,52.0,7.5,cloudy,4.1,yes,2207,0,0,yes,euthanized
yes,adult,530478,38.3,44.0,21.0,cool,normal,bright_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,normal,distend_large,44.0,6.5,cloudy,4.4,yes,2209,0,0,yes,lived
no,adult,530002,39.3,66.0,18.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,none,significant,less_1_liter,1.0,,distend_large,50.0,7.2,,1.0,yes,3205,0,0,no,died
yes,adult,529893,39.5,66.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.5,,,48.0,6.8,cloudy,2.6,yes,8400,0,0,no,lived
yes,adult,534069,38.4,84.0,51.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,,distend_small,43.0,51.0,clear,1.6,yes,3205,0,0,no,euthanized
yes,adult,533928,37.2,60.0,12.0,normal,,pale_pink,less_3_sec,,absent,severe,slight,more_1_liter,2.0,,distend_large,52.0,75.0,serosanguious,2.0,yes,2209,0,0,no,euthanized
yes,adult,5287179,38.5,72.0,40.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,decreased,distend_small,73.0,8.5,serosanguious,4.4,yes,2206,0,0,yes,lived
yes,adult,530002,37.8,112.0,20.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,none,4.5,absent,distend_large,54.0,7.3,cloudy,3.9,yes,4300,0,0,yes,died
no,young,529667,37.2,84.0,24.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,normal,44.0,7.6,clear,3.0,yes,7111,0,0,yes,died
no,adult,528996,38.8,52.0,20.0,warm,increased,normal_pink,less_3_sec,alert,normal,slight,significant,,7.0,normal,,33.0,6.5,cloudy,5.3,no,0,0,0,yes,lived
yes,adult,528570,38.3,54.0,50.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.5,decreased,distend_small,37.5,6.5,cloudy,3.6,yes,2209,0,0,yes,lived
yes,adult,528800,39.3,66.0,48.0,warm,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,54.0,7.5,cloudy,2.9,yes,2205,0,0,no,lived
yes,adult,528570,37.5,54.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,3.5,absent,distend_small,45.0,6.5,serosanguious,3.5,yes,2209,0,0,no,died
no,adult,528668,38.2,60.0,28.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,decreased,firm,42.0,6.6,cloudy,2.0,no,3133,0,0,yes,lived
yes,adult,529796,38.4,54.0,12.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.3,decreased,,45.0,7.7,clear,1.0,yes,2209,0,0,no,lived
yes,adult,530693,38.9,88.0,24.0,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,7.0,absent,distend_large,57.0,7.4,cloudy,1.0,no,3025,0,0,yes,died
yes,adult,528548,38.1,66.0,12.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,yes,lived
no,adult,528179,38.2,42.0,14.0,cool,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,7.0,absent,distend_small,33.0,6.6,cloudy,4.1,yes,2206,0,0,yes,lived
yes,adult,529272,37.6,68.0,9.0,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,6.5,absent,distend_small,38.0,6.0,serosanguious,4.5,yes,2209,0,0,no,lived
no,adult,529849,36.8,52.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,moderate,significant,more_1_liter,4.0,,,36.0,6.6,clear,6.0,no,3111,0,0,yes,lived
yes,adult,529304,39.5,104.0,24.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,severe,significant,none,4.5,absent,distend_large,53.0,7.2,serosanguious,4.7,yes,3205,0,0,yes,died
yes,adult,533871,38.2,48.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_large,72.0,64.0,serosanguious,2.0,yes,2208,0,0,no,euthanized
yes,adult,530360,37.2,84.0,24.0,cool,normal,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,none,7.0,absent,distend_large,45.0,7.5,serosanguious,3.2,yes,3205,0,0,yes,died
no,adult,528151,39.4,114.0,36.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,73.0,8.1,serosanguious,4.5,no,1111,0,0,yes,lived
yes,adult,533836,37.8,96.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,2.0,decreased,,68.0,64.0,serosanguious,2.0,yes,2209,0,0,yes,lived
yes,adult,530360,38.3,96.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,52.0,6.5,serosanguious,4.5,yes,2205,0,0,no,died
yes,adult,529498,38.0,88.0,48.0,cool,reduced,bright_red,less_3_sec,,,severe,none,more_1_liter,2.0,normal,,57.0,4.0,cloudy,2.0,yes,7209,0,0,yes,euthanized
yes,adult,529849,37.8,60.0,80.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,3.0,normal,,40.0,6.0,clear,3.0,yes,5206,0,0,yes,lived
no,young,529172,38.7,52.0,20.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,,none,more_1_liter,5.5,,,47.0,7.2,cloudy,2.8,yes,11300,0,0,yes,died
yes,adult,530402,37.3,60.0,20.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,none,5.0,absent,distend_small,52.0,7.5,serosanguious,4.5,yes,2205,0,0,yes,died
yes,adult,530254,38.6,40.0,32.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,41.0,6.6,serosanguious,4.5,yes,400,0,0,yes,died
yes,adult,528548,38.0,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,decreased,distend_large,44.0,6.0,cloudy,3.6,yes,2124,0,0,no,lived
yes,adult,534069,38.0,88.0,51.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,2.0,absent,distend_large,66.0,13.0,serosanguious,2.0,yes,3205,0,0,yes,euthanized
yes,adult,528890,38.5,80.0,44.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,54.0,6.5,serosanguious,7.4,yes,7111,0,0,no,died
no,adult,534644,38.4,48.0,20.0,cool,,pale_pink,less_3_sec,,,slight,none,more_1_liter,1.0,,,41.0,65.0,clear,2.3,no,0,0,0,no,lived
yes,adult,530255,38.0,66.0,24.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,2.0,absent,distend_small,47.0,7.5,serosanguious,2.0,yes,8400,0,0,no,lived
no,adult,528996,38.6,52.0,20.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,5.0,normal,firm,36.0,6.6,clear,5.0,no,0,0,0,yes,lived
no,adult,528742,38.6,48.0,28.0,normal,normal,normal_pink,less_3_sec,alert,normal,slight,slight,more_1_liter,5.0,normal,firm,49.0,7.5,cloudy,6.0,no,0,0,0,yes,lived
yes,adult,5290482,39.3,164.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4.0,absent,distend_small,75.0,7.0,serosanguious,4.1,yes,2209,0,0,yes,died
no,adult,5297159,38.3,96.0,28.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,,more_1_liter,5.0,,distend_large,66.0,7.0,serosanguious,3.9,yes,4205,0,0,no,died
yes,adult,530612,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,none,none,3.0,normal,distend_large,44.0,6.0,cloudy,3.6,yes,2208,0,0,yes,lived
no,adult,530561,38.4,48.0,16.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,none,none,less_1_liter,7.5,normal,normal,47.0,7.0,cloudy,4.4,no,0,0,0,yes,lived
yes,adult,528996,36.0,96.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6.5,decreased,distend_large,52.0,7.5,serosanguious,2.6,yes,2206,0,0,no,died
no,adult,530612,38.2,60.0,8.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,none,less_1_liter,6.5,,,39.0,6.5,clear,1.6,no,2112,0,0,yes,lived
yes,adult,527916,38.1,136.0,48.0,cool,,pale_pink,less_3_sec,extreme_pain,absent,slight,slight,none,4.5,decreased,distend_small,45.0,7.0,serosanguious,2.0,yes,2209,0,0,yes,lived
yes,adult,528247,37.5,40.0,36.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypermotile,moderate,significant,less_1_liter,2.0,decreased,distend_large,44.0,5.9,clear,2.0,yes,2112,0,0,yes,lived
yes,adult,529663,40.3,114.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,none,4.0,decreased,distend_small,50.0,7.0,serosanguious,4.1,yes,2208,0,0,yes,lived
yes,adult,535031,39.3,100.0,51.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,none,none,2.0,absent,distend_small,66.0,13.0,serosanguious,2.0,yes,2208,0,0,no,lived
yes,adult,534403,37.9,80.0,12.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,2.0,absent,distend_large,57.0,56.0,serosanguious,1.0,yes,2205,0,0,no,euthanized
yes,adult,533871,37.8,72.0,42.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,none,2.0,absent,distend_large,75.0,81.0,cloudy,2.0,yes,1400,0,0,no,euthanized
yes,adult,528305,38.3,96.0,36.0,cool,reduced,normal_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.5,absent,distend_large,41.0,7.4,cloudy,2.6,yes,3205,0,0,no,lived
yes,adult,534145,38.3,88.0,20.0,,,pale_pink,less_3_sec,depressed,absent,slight,none,less_1_liter,2.0,absent,distend_small,46.0,81.0,clear,2.0,no,4124,0,0,no,lived
no,adult,530478,38.1,54.0,36.0,cool,normal,bright_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.4,normal,distend_large,44.0,7.2,cloudy,4.4,yes,2124,0,0,yes,lived
yes,adult,529642,37.3,48.0,18.0,normal,normal,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.3,absent,distend_small,49.0,7.8,serosanguious,2.1,yes,2209,0,0,yes,lived
yes,adult,5299629,38.3,52.0,40.0,normal,normal,bright_pink,less_3_sec,alert,absent,none,none,none,7.0,normal,normal,50.0,7.0,clear,5.0,yes,3111,0,0,no,lived
yes,adult,528804,37.8,96.0,48.0,cool,normal,normal_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2.0,,distend_large,36.0,7.7,serosanguious,1.0,yes,3205,0,0,no,died
no,adult,528872,37.6,48.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.4,absent,distend_small,48.0,6.0,serosanguious,4.3,no,2209,0,0,yes,lived
no,adult,528702,37.4,114.0,36.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,,distend_small,54.0,8.0,serosanguious,4.8,yes,2205,0,0,no,euthanized
yes,adult,528641,38.2,66.0,14.0,normal,normal,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,normal,distend_large,33.0,6.0,clear,3.6,yes,2209,0,0,yes,lived
yes,adult,535166,39.3,112.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,65.0,86.0,serosanguious,2.0,yes,2205,0,0,yes,lived
yes,adult,529498,38.5,64.0,32.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.5,absent,distend_small,50.0,7.7,clear,3.6,yes,2205,0,0,no,died
yes,adult,535330,38.5,114.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,4.0,decreased,distend_small,57.0,69.0,serosanguious,2.0,yes,2206,0,0,no,lived
no,adult,528729,37.8,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,4.0,normal,firm,49.0,6.6,cloudy,2.0,no,0,0,0,yes,lived
yes,adult,533942,37.8,88.0,36.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,2.0,absent,,39.0,62.0,serosanguious,2.0,yes,2206,0,0,no,lived
yes,adult,529888,37.2,60.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7.0,absent,distend_small,65.0,7.5,serosanguious,2.6,yes,2205,0,0,no,died
yes,adult,529475,38.3,88.0,20.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,none,4.3,absent,distend_large,65.0,7.0,serosanguious,2.0,yes,4205,0,0,yes,euthanized
yes,adult,5294539,36.0,92.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,60.0,5.9,cloudy,3.6,yes,3205,0,0,no,euthanized
no,adult,533750,37.9,44.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,none,2.0,,other,53.0,64.0,serosanguious,2.0,yes,0,0,0,no,lived
yes,adult,528570,37.5,66.0,12.0,warm,,normal_pink,less_3_sec,,,moderate,slight,less_1_liter,2.0,absent,distend_large,43.0,8.7,cloudy,2.0,yes,2208,0,0,yes,euthanized
no,adult,528996,38.2,40.0,12.0,warm,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,none,7.0,normal,firm,48.0,5.9,clear,7.0,no,0,0,0,yes,lived
yes,adult,530334,38.5,64.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,less_1_liter,3.0,absent,distend_small,33.0,6.5,cloudy,3.6,yes,31110,0,0,yes,lived
yes,adult,5297159,39.3,108.0,18.0,cold,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,severe,slight,less_1_liter,6.5,absent,distend_large,75.0,6.5,clear,5.3,yes,12208,0,0,no,died
no,adult,529045,38.7,42.0,12.0,normal,normal,pale_pink,less_3_sec,,hypermotile,none,none,more_1_liter,6.0,normal,,23.0,6.2,cloudy,7.0,no,0,0,0,yes,lived
yes,adult,529272,37.9,54.0,14.0,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,severe,slight,less_1_liter,7.2,absent,distend_small,43.0,8.0,cloudy,2.1,yes,2112,0,0,no,died
yes,adult,529461,39.1,88.0,24.0,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,none,more_1_liter,7.0,normal,distend_small,52.0,7.6,serosanguious,4.5,yes,2209,0,0,no,died
